,wave,gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,guess_prob_liked,met,decision,decision_o,match
61,1.0,0,22.0,22.0,0.0,0,2.0,4.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,9.0,10.0,6.0,6.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,4.0,9.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,0.21,7.0,7.0,3.0,1.0,0,1,0
62,1.0,0,22.0,22.0,0.0,1,2.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,3.0,6.0,8.0,7.0,8.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,0.52,7.0,7.0,8.0,1.0,0,1,0
63,1.0,0,22.0,23.0,1.0,0,2.0,4.0,30.0,5.0,15.0,40.0,5.0,5.0,8.0,8.0,9.0,8.0,9.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.46,7.0,8.0,6.0,1.0,1,1,1
64,1.0,0,22.0,24.0,2.0,0,2.0,4.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,7.0,9.0,6.0,9.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,4.0,7.0,7.0,4.0,8.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.27,7.0,5.0,6.0,1.0,0,1,0
65,1.0,0,22.0,25.0,3.0,0,2.0,4.0,50.0,0.0,30.0,10.0,0.0,10.0,8.0,8.0,8.0,6.0,6.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,4.0,8.0,7.0,4.0,5.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,0.59,7.0,5.0,5.0,0.0,0,1,0
66,1.0,0,22.0,30.0,8.0,0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,6.0,5.0,4.0,4.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,0.31,7.0,8.0,7.0,0.0,1,0,0
67,1.0,0,22.0,27.0,5.0,0,2.0,4.0,33.33,11.11,11.11,11.11,11.11,22.22,8.0,7.0,6.0,7.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,5.0,7.0,8.0,5.0,9.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,7.0,5.0,7.0,0.0,0,1,0
68,1.0,0,22.0,28.0,6.0,0,2.0,4.0,50.0,0.0,25.0,10.0,0.0,15.0,9.0,7.0,9.0,9.0,9.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.34,7.0,6.0,6.0,0.0,1,1,1
69,1.0,0,22.0,24.0,2.0,0,2.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,6.0,8.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,5.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.16,7.0,7.0,5.0,0.0,1,0,0
70,1.0,0,25.0,27.0,2.0,1,1.0,1.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,7.0,6.0,6.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,5.0,8.0,7.0,4.0,7.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,-0.03,6.0,4.0,5.0,0.0,1,0,0
71,1.0,0,25.0,22.0,3.0,1,1.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,6.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,-0.11,6.0,8.0,7.0,0.0,1,1,1
72,1.0,0,25.0,22.0,3.0,0,1.0,1.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,5.0,8.0,8.0,6.0,7.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,0.42,6.0,5.0,5.0,0.0,1,1,1
73,1.0,0,25.0,23.0,2.0,1,1.0,1.0,30.0,5.0,15.0,40.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,8.0,6.0,5.0,6.0,6.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,-0.4,6.0,5.0,6.0,0.0,1,1,1
75,1.0,0,25.0,25.0,0.0,1,1.0,1.0,50.0,0.0,30.0,10.0,0.0,10.0,8.0,7.0,7.0,7.0,8.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,5.0,6.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,0.28,6.0,6.0,5.0,0.0,1,1,1
76,1.0,0,25.0,30.0,5.0,1,1.0,1.0,35.0,15.0,25.0,10.0,5.0,10.0,6.0,4.0,7.0,5.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,0.05,6.0,6.0,6.0,0.0,1,0,0
77,1.0,0,25.0,27.0,2.0,1,1.0,1.0,33.33,11.11,11.11,11.11,11.11,22.22,9.0,8.0,8.0,8.0,7.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,5.0,6.0,7.0,4.0,5.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,0.17,6.0,5.0,4.0,0.0,1,1,1
78,1.0,0,25.0,28.0,3.0,1,1.0,1.0,50.0,0.0,25.0,10.0,0.0,15.0,8.0,7.0,8.0,10.0,8.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,8.0,8.0,5.0,9.0,8.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,-0.47,6.0,7.0,10.0,0.0,1,1,1
79,1.0,0,25.0,24.0,1.0,1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,9.0,9.0,8.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,9.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,-0.21,6.0,8.0,7.0,0.0,1,1,1
80,1.0,0,26.0,27.0,1.0,0,1.0,1.0,35.0,20.0,20.0,20.0,0.0,5.0,6.0,8.0,7.0,8.0,7.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,8.0,10.0,9.0,8.0,7.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,0.19,6.0,5.0,5.0,0.0,1,0,0
81,1.0,0,26.0,22.0,4.0,0,1.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,0.03,6.0,10.0,5.0,0.0,1,1,1
82,1.0,0,26.0,22.0,4.0,0,1.0,1.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,5.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,0.68,6.0,8.0,5.0,0.0,1,1,1
83,1.0,0,26.0,23.0,3.0,0,1.0,1.0,30.0,5.0,15.0,40.0,5.0,5.0,7.0,8.0,7.0,8.0,8.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,10.0,9.0,8.0,8.0,7.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,-0.26,6.0,7.0,5.0,0.0,1,1,1
84,1.0,0,26.0,24.0,2.0,0,1.0,1.0,30.0,10.0,20.0,10.0,10.0,20.0,7.0,9.0,8.0,9.0,7.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,5.0,10.0,8.0,8.0,5.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,-0.01,6.0,5.0,5.0,0.0,1,1,1
85,1.0,0,26.0,25.0,1.0,0,1.0,1.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,7.0,8.0,7.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,8.0,9.0,9.0,7.0,6.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,0.42,6.0,6.0,5.0,0.0,1,1,1
86,1.0,0,26.0,30.0,4.0,0,1.0,1.0,35.0,15.0,25.0,10.0,5.0,10.0,8.0,6.0,7.0,8.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,6.0,8.0,9.0,6.0,6.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,0.21,6.0,7.0,5.0,0.0,1,1,1
87,1.0,0,26.0,27.0,1.0,0,1.0,1.0,33.33,11.11,11.11,11.11,11.11,22.22,7.0,7.0,7.0,7.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,6.0,7.0,8.0,7.0,9.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,0.1,6.0,7.0,5.0,0.0,1,0,0
88,1.0,0,26.0,28.0,2.0,0,1.0,1.0,50.0,0.0,25.0,10.0,0.0,15.0,6.0,6.0,6.0,7.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,8.0,5.0,5.0,6.0,5.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,-0.35,6.0,7.0,6.0,0.0,1,1,1
89,1.0,0,26.0,24.0,2.0,0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,6.0,10.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,-0.23,6.0,8.0,5.0,0.0,1,0,0
90,1.0,0,26.0,27.0,1.0,1,4.0,4.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,7.0,8.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,6.0,10.0,10.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.3,7.0,6.0,3.0,0.0,0,0,0
91,1.0,0,26.0,22.0,4.0,1,4.0,4.0,60.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.65,7.0,1.0,1.0,1.0,0,0,0
92,1.0,0,26.0,22.0,4.0,0,4.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,6.0,10.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,-0.15,7.0,7.0,6.0,0.0,1,1,1
93,1.0,0,26.0,23.0,3.0,1,4.0,4.0,30.0,5.0,15.0,40.0,5.0,5.0,7.0,8.0,7.0,9.0,8.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.17,7.0,10.0,1.0,1.0,0,1,0
94,1.0,0,26.0,24.0,2.0,0,4.0,4.0,30.0,10.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,7.0,8.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.24,7.0,6.0,1.0,0.0,0,1,0
96,1.0,0,26.0,30.0,4.0,1,4.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,4.0,3.0,4.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,5.0,10.0,8.0,6.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.41,7.0,7.0,1.0,0.0,1,0,0
97,1.0,0,26.0,27.0,1.0,1,4.0,4.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,6.0,6.0,6.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,5.0,6.0,6.0,4.0,5.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.07,7.0,5.0,5.0,0.0,0,0,0
98,1.0,0,26.0,28.0,2.0,1,4.0,4.0,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,7.0,7.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.49,7.0,9.0,9.0,0.0,1,1,1
99,1.0,0,26.0,24.0,2.0,1,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,10.0,6.0,9.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0.08,7.0,9.0,10.0,0.0,1,0,0
100,1.0,1,27.0,21.0,6.0,0,7.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,6.0,9.0,7.0,7.0,6.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0.14,7.0,7.0,4.0,0.0,0,1,0
101,1.0,1,27.0,24.0,3.0,1,7.0,3.0,45.0,5.0,25.0,20.0,0.0,5.0,5.0,7.0,8.0,4.0,6.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,8.0,7.0,6.0,9.0,7.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0.29,7.0,7.0,2.0,0.0,0,0,0
102,1.0,1,27.0,25.0,2.0,1,7.0,3.0,35.0,10.0,35.0,10.0,10.0,0.0,7.0,9.0,10.0,7.0,8.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,7.0,8.0,6.0,5.0,8.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,-0.24,7.0,5.0,2.0,1.0,0,0,0
103,1.0,1,27.0,23.0,4.0,1,7.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,10.0,8.0,5.0,8.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,-0.18,7.0,6.0,3.0,0.0,0,0,0
104,1.0,1,27.0,21.0,6.0,1,7.0,3.0,20.0,5.0,25.0,25.0,10.0,15.0,5.0,8.0,8.0,2.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,-0.43,7.0,6.0,5.0,0.0,0,0,0
105,1.0,1,27.0,23.0,4.0,0,7.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,6.0,9.0,7.0,6.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,7.0,9.0,8.0,9.0,8.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0.33,7.0,7.0,4.0,0.0,0,1,0
106,1.0,1,27.0,22.0,5.0,0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,8.0,5.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0.19,7.0,7.0,4.0,0.0,0,0,0
107,1.0,1,27.0,25.0,2.0,1,7.0,3.0,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,7.0,4.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,-0.03,7.0,7.0,4.0,0.0,0,1,0
108,1.0,1,27.0,26.0,1.0,0,7.0,3.0,20.0,10.0,20.0,30.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0.19,7.0,6.0,4.0,0.0,0,1,0
109,1.0,1,27.0,26.0,1.0,1,7.0,3.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,6.0,6.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,9.0,7.0,8.0,5.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0.3,7.0,6.0,3.0,0.0,0,0,0
110,1.0,1,22.0,21.0,1.0,0,1.0,1.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,8.0,7.0,8.0,5.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,7.0,8.0,10.0,7.0,7.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.54,7.0,8.0,4.0,0.0,0,1,0
111,1.0,1,22.0,24.0,2.0,1,1.0,1.0,45.0,5.0,25.0,20.0,0.0,5.0,8.0,5.0,6.0,6.0,9.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,7.0,6.0,10.0,6.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.18,7.0,8.0,4.0,0.0,0,0,0
112,1.0,1,22.0,25.0,3.0,1,1.0,1.0,35.0,10.0,35.0,10.0,10.0,0.0,9.0,7.0,9.0,8.0,9.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,6.0,7.0,10.0,6.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,-0.14,7.0,7.0,3.0,0.0,0,0,0
113,1.0,1,22.0,23.0,1.0,1,1.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,7.0,8.0,10.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,6.0,5.0,10.0,6.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,-0.18,7.0,6.0,3.0,1.0,0,0,0
114,1.0,1,22.0,21.0,1.0,1,1.0,1.0,20.0,5.0,25.0,25.0,10.0,15.0,8.0,6.0,6.0,5.0,5.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,6.0,7.0,10.0,7.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.0,7.0,7.0,4.0,1.0,0,0,0
115,1.0,1,22.0,23.0,1.0,0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,15.0,6.0,9.0,9.0,6.0,8.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,6.0,8.0,10.0,6.0,7.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.37,7.0,7.0,4.0,0.0,0,1,0
116,1.0,1,22.0,22.0,0.0,0,1.0,1.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,8.0,4.0,9.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,7.0,9.0,10.0,6.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.21,7.0,8.0,4.0,1.0,1,0,0
117,1.0,1,22.0,25.0,3.0,1,1.0,1.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,7.0,7.0,9.0,6.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,10.0,7.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,-0.11,7.0,9.0,4.0,0.0,1,1,1
118,1.0,1,22.0,26.0,4.0,0,1.0,1.0,20.0,10.0,20.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,10.0,7.0,6.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.03,7.0,8.0,4.0,0.0,1,1,1
119,1.0,1,22.0,26.0,4.0,1,1.0,1.0,15.0,15.0,15.0,40.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,9.0,9.0,9.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0.65,7.0,1.0,1.0,0.0,0,0,0
120,1.0,1,22.0,21.0,1.0,1,3.0,5.0,15.0,20.0,20.0,15.0,15.0,15.0,5.0,8.0,9.0,8.0,5.0,19.0,18.0,19.0,18.0,14.0,12.0,4.0,7.0,8.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0.16,3.0,10.0,10.0,1.0,1,1,1
